"OID","Country or Area","Year","Description","Magnitude","Value"
"14260F..ZF...","NORWAY","2008","PREMIUM/DISCOUNT F.R.","PERCENT PER ANNU","-2.28571"
"14260...ZF...","NORWAY","2008","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","4"
"14260L..ZF...","NORWAY","2008","DEPOSIT RATE","PERCENT PER ANNU","5.49812"
"14260B..ZF...","NORWAY","2008","CALL MONEY RATE","PERCENT PER ANNU","6.0644"
"14260.A.ZF...","NORWAY","2008","AVG. COST FOR CENTRAL BANK FUNDING","PERCENT PER ANNU","5.08667"
"14260P..ZF...","NORWAY","2008","AVERAGE RATE FOR ALL LOANS","PERCENT PER ANNU","7.27897"
"14260ZB.ZF...","NORWAY","2008","3 MONTHS FORWARD RATE ($)","PERCENT PER ANNU","6.21871"
"14260F..ZF...","NORWAY","2007","PREMIUM/DISCOUNT F.R.","PERCENT PER ANNU","-0.739372"
"14260...ZF...","NORWAY","2007","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","6.25"
"14260L..ZF...","NORWAY","2007","DEPOSIT RATE","PERCENT PER ANNU","4.85924"
"14260P..ZF...","NORWAY","2007","AVERAGE RATE FOR ALL LOANS","PERCENT PER ANNU","6.64734"
"14260ZB.ZF...","NORWAY","2007","3 MONTHS FORWARD RATE ($)","PERCENT PER ANNU","4.95626"
"14260F..ZF...","NORWAY","2006","PREMIUM/DISCOUNT F.R.","PERCENT PER ANNU","0"
"14260...ZF...","NORWAY","2006","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","5.5"
"14260B..ZF...","NORWAY","2006","CALL MONEY RATE","PERCENT PER ANNU","3.12333"
"14260.A.ZF...","NORWAY","2006","AVG. COST FOR CENTRAL BANK FUNDING","PERCENT PER ANNU","3.17833"
"14260ZB.ZF...","NORWAY","2006","3 MONTHS FORWARD RATE ($)","PERCENT PER ANNU","3.09917"
"14260F..ZF...","NORWAY","2005","PREMIUM/DISCOUNT F.R.","PERCENT PER ANNU","2.36337"
"14260...ZF...","NORWAY","2005","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","4.25"
"14260L..ZF...","NORWAY","2005","DEPOSIT RATE","PERCENT PER ANNU","1.83"
"14260B..ZF...","NORWAY","2005","CALL MONEY RATE","PERCENT PER ANNU","2.2625"
"14260.A.ZF...","NORWAY","2005","AVG. COST FOR CENTRAL BANK FUNDING","PERCENT PER ANNU","3.15833"
"14260P..ZF...","NORWAY","2005","AVERAGE RATE FOR ALL LOANS","PERCENT PER ANNU","4.04"
"14260ZB.ZF...","NORWAY","2005","3 MONTHS FORWARD RATE ($)","PERCENT PER ANNU","2.21167"
"14260F..ZF...","NORWAY","2004","PREMIUM/DISCOUNT F.R.","PERCENT PER ANNU","0.662252"
"14260...ZF...","NORWAY","2004","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","3.75"
"14260L..ZF...","NORWAY","2004","DEPOSIT RATE","PERCENT PER ANNU","1.48"
"14260B..ZF...","NORWAY","2004","CALL MONEY RATE","PERCENT PER ANNU","2.16667"
"14260.A.ZF...","NORWAY","2004","AVG. COST FOR CENTRAL BANK FUNDING","PERCENT PER ANNU","2.2225"
"14260P..ZF...","NORWAY","2004","AVERAGE RATE FOR ALL LOANS","PERCENT PER ANNU","4.04"
"14260ZB.ZF...","NORWAY","2004","3 MONTHS FORWARD RATE ($)","PERCENT PER ANNU","2.00667"
"14260F..ZF...","NORWAY","2003","PREMIUM/DISCOUNT F.R.","PERCENT PER ANNU","-0.598802"
"14260...ZF...","NORWAY","2003","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","4.25"
"14260L..ZF...","NORWAY","2003","DEPOSIT RATE","PERCENT PER ANNU","2.12"
"14260B..ZF...","NORWAY","2003","CALL MONEY RATE","PERCENT PER ANNU","4.44833"
"14260.A.ZF...","NORWAY","2003","AVG. COST FOR CENTRAL BANK FUNDING","PERCENT PER ANNU","5.6025"
"14260P..ZF...","NORWAY","2003","AVERAGE RATE FOR ALL LOANS","PERCENT PER ANNU","4.73"
"14260ZB.ZF...","NORWAY","2003","3 MONTHS FORWARD RATE ($)","PERCENT PER ANNU","4.09833"
"14260F..ZF...","NORWAY","2002","PREMIUM/DISCOUNT F.R.","PERCENT PER ANNU","-4.84086"
"14260...ZF...","NORWAY","2002","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","8.5"
"14260L..ZF...","NORWAY","2002","DEPOSIT RATE","PERCENT PER ANNU","6.46"
"14260B..ZF...","NORWAY","2002","CALL MONEY RATE","PERCENT PER ANNU","7.05333"
"14260.A.ZF...","NORWAY","2002","AVG. COST FOR CENTRAL BANK FUNDING","PERCENT PER ANNU","8.22333"
"14260P..ZF...","NORWAY","2002","AVERAGE RATE FOR ALL LOANS","PERCENT PER ANNU","8.71"
"14260ZB.ZF...","NORWAY","2002","3 MONTHS FORWARD RATE ($)","PERCENT PER ANNU","6.9075"
"14260F..ZF...","NORWAY","2001","PREMIUM/DISCOUNT F.R.","PERCENT PER ANNU","-4.44316"
"14260...ZF...","NORWAY","2001","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","8.5"
"14260L..ZF...","NORWAY","2001","DEPOSIT RATE","PERCENT PER ANNU","6.43"
"14260B..ZF...","NORWAY","2001","CALL MONEY RATE","PERCENT PER ANNU","7.38"
"14260.A.ZF...","NORWAY","2001","AVG. COST FOR CENTRAL BANK FUNDING","PERCENT PER ANNU","7.44583"
"14260P..ZF...","NORWAY","2001","AVERAGE RATE FOR ALL LOANS","PERCENT PER ANNU","8.69"
"14260ZB.ZF...","NORWAY","2001","3 MONTHS FORWARD RATE ($)","PERCENT PER ANNU","7.22667"
"14260F..ZF...","NORWAY","2000","PREMIUM/DISCOUNT F.R.","PERCENT PER ANNU","-0.989998"
"14260...ZF...","NORWAY","2000","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","9"
"14260L..ZF...","NORWAY","2000","DEPOSIT RATE","PERCENT PER ANNU","6.73"
"14260B..ZF...","NORWAY","2000","CALL MONEY RATE","PERCENT PER ANNU","6.72083"
"14260.A.ZF...","NORWAY","2000","AVG. COST FOR CENTRAL BANK FUNDING","PERCENT PER ANNU","7.30833"
"14260P..ZF...","NORWAY","2000","AVERAGE RATE FOR ALL LOANS","PERCENT PER ANNU","8.93"
"14260ZB.ZF...","NORWAY","2000","3 MONTHS FORWARD RATE ($)","PERCENT PER ANNU","6.74583"
"14260F..ZF...","NORWAY","1999","PREMIUM/DISCOUNT F.R.","PERCENT PER ANNU","0.323403"
"14260...ZF...","NORWAY","1999","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","7.5"
"14260L..ZF...","NORWAY","1999","DEPOSIT RATE","PERCENT PER ANNU","5.38"
"14260B..ZF...","NORWAY","1999","CALL MONEY RATE","PERCENT PER ANNU","6.87417"
"14260.A.ZF...","NORWAY","1999","AVG. COST FOR CENTRAL BANK FUNDING","PERCENT PER ANNU","6.85833"
"14260P..ZF...","NORWAY","1999","AVERAGE RATE FOR ALL LOANS","PERCENT PER ANNU","7.61"
"14260ZB.ZF...","NORWAY","1999","3 MONTHS FORWARD RATE ($)","PERCENT PER ANNU","6.53833"
"14260F..ZF...","NORWAY","1998","PREMIUM/DISCOUNT F.R.","PERCENT PER ANNU","1.12105"
"14260...ZF...","NORWAY","1998","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","10"
"14260L..ZF...","NORWAY","1998","DEPOSIT RATE","PERCENT PER ANNU","7.24"
"14260B..ZF...","NORWAY","1998","CALL MONEY RATE","PERCENT PER ANNU","6.03167"
"14260.A.ZF...","NORWAY","1998","AVG. COST FOR CENTRAL BANK FUNDING","PERCENT PER ANNU","6.18487"
"14260P..ZF...","NORWAY","1998","AVERAGE RATE FOR ALL LOANS","PERCENT PER ANNU","9.8"
"14260ZB.ZF...","NORWAY","1998","3 MONTHS FORWARD RATE ($)","PERCENT PER ANNU","5.785"
"14260F..ZF...","NORWAY","1997","PREMIUM/DISCOUNT F.R.","PERCENT PER ANNU","1.98477"
"14260...ZF...","NORWAY","1997","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","5.5"
"14260L..ZF...","NORWAY","1997","DEPOSIT RATE","PERCENT PER ANNU","3.63"
"14260B..ZF...","NORWAY","1997","CALL MONEY RATE","PERCENT PER ANNU","3.77083"
"14260.A.ZF...","NORWAY","1997","AVG. COST FOR CENTRAL BANK FUNDING","PERCENT PER ANNU","4.80417"
"14260P..ZF...","NORWAY","1997","AVERAGE RATE FOR ALL LOANS","PERCENT PER ANNU","6"
"14260ZB.ZF...","NORWAY","1997","3 MONTHS FORWARD RATE ($)","PERCENT PER ANNU","3.7325"
"14260F..ZF...","NORWAY","1996","PREMIUM/DISCOUNT F.R.","PERCENT PER ANNU","0.887854"
"14260...ZF...","NORWAY","1996","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","6"
"14260L..ZF...","NORWAY","1996","DEPOSIT RATE","PERCENT PER ANNU","4.15"
"14260B..ZF...","NORWAY","1996","CALL MONEY RATE","PERCENT PER ANNU","4.96917"
"14260.A.ZF...","NORWAY","1996","AVG. COST FOR CENTRAL BANK FUNDING","PERCENT PER ANNU","4.96"
"14260P..ZF...","NORWAY","1996","AVERAGE RATE FOR ALL LOANS","PERCENT PER ANNU","6.68"
"14260ZB.ZF...","NORWAY","1996","3 MONTHS FORWARD RATE ($)","PERCENT PER ANNU","4.8975"
"14260F..ZF...","NORWAY","1995","PREMIUM/DISCOUNT F.R.","PERCENT PER ANNU","-1.07612"
"14260...ZF...","NORWAY","1995","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","6.75"
"14260L..ZF...","NORWAY","1995","DEPOSIT RATE","PERCENT PER ANNU","4.95"
"14260B..ZF...","NORWAY","1995","CALL MONEY RATE","PERCENT PER ANNU","5.54"
"14260.A.ZF...","NORWAY","1995","AVG. COST FOR CENTRAL BANK FUNDING","PERCENT PER ANNU","5.395"
"14260P..ZF...","NORWAY","1995","AVERAGE RATE FOR ALL LOANS","PERCENT PER ANNU","7.6"
"14260ZB.ZF...","NORWAY","1995","3 MONTHS FORWARD RATE ($)","PERCENT PER ANNU","5.47833"
"14260F..ZF...","NORWAY","1994","PREMIUM/DISCOUNT F.R.","PERCENT PER ANNU","0.0887311"
"14260...ZF...","NORWAY","1994","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","6.75"
"14260L..ZF...","NORWAY","1994","DEPOSIT RATE","PERCENT PER ANNU","5.21"
"14260B..ZF...","NORWAY","1994","CALL MONEY RATE","PERCENT PER ANNU","5.70367"
"14260.A.ZF...","NORWAY","1994","AVG. COST FOR CENTRAL BANK FUNDING","PERCENT PER ANNU","6.45667"
"14260P..ZF...","NORWAY","1994","AVERAGE RATE FOR ALL LOANS","PERCENT PER ANNU","8.38"
"14260ZB.ZF...","NORWAY","1994","3 MONTHS FORWARD RATE ($)","PERCENT PER ANNU","5.8505"
"14260F..ZF...","NORWAY","1993","PREMIUM/DISCOUNT F.R.","PERCENT PER ANNU","-2.47406"
"14260...ZF...","NORWAY","1993","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","7"
"14260L..ZF...","NORWAY","1993","DEPOSIT RATE","PERCENT PER ANNU","5.51"
"14260B..ZF...","NORWAY","1993","CALL MONEY RATE","PERCENT PER ANNU","7.635"
"14260.A.ZF...","NORWAY","1993","AVG. COST FOR CENTRAL BANK FUNDING","PERCENT PER ANNU","5.69667"
"14260P..ZF...","NORWAY","1993","AVERAGE RATE FOR ALL LOANS","PERCENT PER ANNU","9.17"
"14260ZB.ZF...","NORWAY","1993","3 MONTHS FORWARD RATE ($)","PERCENT PER ANNU","7.265"
"14260F..ZF...","NORWAY","1992","PREMIUM/DISCOUNT F.R.","PERCENT PER ANNU","-9.90685"
"14260...ZF...","NORWAY","1992","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","11"
"14260L..ZF...","NORWAY","1992","DEPOSIT RATE","PERCENT PER ANNU","10.69"
"14260B..ZF...","NORWAY","1992","CALL MONEY RATE","PERCENT PER ANNU","13.705"
"14260.A.ZF...","NORWAY","1992","AVG. COST FOR CENTRAL BANK FUNDING","PERCENT PER ANNU","7.65167"
"14260P..ZF...","NORWAY","1992","AVERAGE RATE FOR ALL LOANS","PERCENT PER ANNU","14.27"
"14260ZB.ZF...","NORWAY","1992","3 MONTHS FORWARD RATE ($)","PERCENT PER ANNU","11.8333"
"14260F..ZF...","NORWAY","1991","PREMIUM/DISCOUNT F.R.","PERCENT PER ANNU","-7.16558"
"14260...ZF...","NORWAY","1991","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","10"
"14260L..ZF...","NORWAY","1991","DEPOSIT RATE","PERCENT PER ANNU","9.6"
"14260B..ZF...","NORWAY","1991","CALL MONEY RATE","PERCENT PER ANNU","10.5842"
"14260.A.ZF...","NORWAY","1991","AVG. COST FOR CENTRAL BANK FUNDING","PERCENT PER ANNU","10.9258"
"14260P..ZF...","NORWAY","1991","AVERAGE RATE FOR ALL LOANS","PERCENT PER ANNU","14.19"
"14260ZB.ZF...","NORWAY","1991","3 MONTHS FORWARD RATE ($)","PERCENT PER ANNU","10.5642"
"14260F..ZF...","NORWAY","1990","PREMIUM/DISCOUNT F.R.","PERCENT PER ANNU","-0.507829"
"14260...ZF...","NORWAY","1990","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","10.5"
"14260L..ZF...","NORWAY","1990","DEPOSIT RATE","PERCENT PER ANNU","9.68"
"14260B..ZF...","NORWAY","1990","CALL MONEY RATE","PERCENT PER ANNU","11.4483"
"14260.A.ZF...","NORWAY","1990","AVG. COST FOR CENTRAL BANK FUNDING","PERCENT PER ANNU","11.8483"
"14260P..ZF...","NORWAY","1990","AVERAGE RATE FOR ALL LOANS","PERCENT PER ANNU","14.15"
"14260ZB.ZF...","NORWAY","1990","3 MONTHS FORWARD RATE ($)","PERCENT PER ANNU","11.5358"
"14260F..ZF...","NORWAY","1989","PREMIUM/DISCOUNT F.R.","PERCENT PER ANNU","-3.14437"
"14260...ZF...","NORWAY","1989","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","11"
"14260L..ZF...","NORWAY","1989","DEPOSIT RATE","PERCENT PER ANNU","9.63"
"14260B..ZF...","NORWAY","1989","CALL MONEY RATE","PERCENT PER ANNU","11.3125"
"14260.A.ZF...","NORWAY","1989","AVG. COST FOR CENTRAL BANK FUNDING","PERCENT PER ANNU","11.5025"
"14260P..ZF...","NORWAY","1989","AVERAGE RATE FOR ALL LOANS","PERCENT PER ANNU","14.39"
"14260ZB.ZF...","NORWAY","1989","3 MONTHS FORWARD RATE ($)","PERCENT PER ANNU","11.385"
"14260F..ZF...","NORWAY","1988","PREMIUM/DISCOUNT F.R.","PERCENT PER ANNU","-3.07458"
"14260...ZF...","NORWAY","1988","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","12"
"14260L..ZF...","NORWAY","1988","DEPOSIT RATE","PERCENT PER ANNU","11.49"
"14260B..ZF...","NORWAY","1988","CALL MONEY RATE","PERCENT PER ANNU","13.2858"
"14260.A.ZF...","NORWAY","1988","AVG. COST FOR CENTRAL BANK FUNDING","PERCENT PER ANNU","14.2783"
"14260P..ZF...","NORWAY","1988","AVERAGE RATE FOR ALL LOANS","PERCENT PER ANNU","16.44"
"14260ZB.ZF...","NORWAY","1988","3 MONTHS FORWARD RATE ($)","PERCENT PER ANNU","13.5125"
"14260F..ZF...","NORWAY","1987","PREMIUM/DISCOUNT F.R.","PERCENT PER ANNU","-11.7128"
"14260...ZF...","NORWAY","1987","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","13.8"
"14260L..ZF...","NORWAY","1987","DEPOSIT RATE","PERCENT PER ANNU","12.03"
"14260B..ZF...","NORWAY","1987","CALL MONEY RATE","PERCENT PER ANNU","14.6558"
"14260P..ZF...","NORWAY","1987","AVERAGE RATE FOR ALL LOANS","PERCENT PER ANNU","16.76"
"14260ZB.ZF...","NORWAY","1987","3 MONTHS FORWARD RATE ($)","PERCENT PER ANNU","14.7017"
"14260F..ZF...","NORWAY","1986","PREMIUM/DISCOUNT F.R.","PERCENT PER ANNU","-11.2973"
"14260...ZF...","NORWAY","1986","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","14.8"
"14260L..ZF...","NORWAY","1986","DEPOSIT RATE","PERCENT PER ANNU","10.97"
"14260B..ZF...","NORWAY","1986","CALL MONEY RATE","PERCENT PER ANNU","14.15"
"14260P..ZF...","NORWAY","1986","AVERAGE RATE FOR ALL LOANS","PERCENT PER ANNU","15.97"
"14260ZB.ZF...","NORWAY","1986","3 MONTHS FORWARD RATE ($)","PERCENT PER ANNU","14.3917"
"14260F..ZF...","NORWAY","1985","PREMIUM/DISCOUNT F.R.","PERCENT PER ANNU","-0.580284"
"14260...ZF...","NORWAY","1985","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","10.7"
"14260L..ZF...","NORWAY","1985","DEPOSIT RATE","PERCENT PER ANNU","10.06"
"14260B..ZF...","NORWAY","1985","CALL MONEY RATE","PERCENT PER ANNU","12.29"
"14260P..ZF...","NORWAY","1985","AVERAGE RATE FOR ALL LOANS","PERCENT PER ANNU","13.41"
"14260ZB.ZF...","NORWAY","1985","3 MONTHS FORWARD RATE ($)","PERCENT PER ANNU","12.5333"
"14260F..ZF...","NORWAY","1984","PREMIUM/DISCOUNT F.R.","PERCENT PER ANNU","-4.57797"
"14260...ZF...","NORWAY","1984","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","10.2"
"14260L..ZF...","NORWAY","1984","DEPOSIT RATE","PERCENT PER ANNU","5.3"
"14260B..ZF...","NORWAY","1984","CALL MONEY RATE","PERCENT PER ANNU","12.67"
"14260P..ZF...","NORWAY","1984","AVERAGE RATE FOR ALL LOANS","PERCENT PER ANNU","13.55"
"14260ZB.ZF...","NORWAY","1984","3 MONTHS FORWARD RATE ($)","PERCENT PER ANNU","13.0167"
"14260F..ZF...","NORWAY","1983","PREMIUM/DISCOUNT F.R.","PERCENT PER ANNU","0.579111"
"14260...ZF...","NORWAY","1983","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","10"
"14260L..ZF...","NORWAY","1983","DEPOSIT RATE","PERCENT PER ANNU","5.3"
"14260B..ZF...","NORWAY","1983","CALL MONEY RATE","PERCENT PER ANNU","12.27"
"14260P..ZF...","NORWAY","1983","AVERAGE RATE FOR ALL LOANS","PERCENT PER ANNU","14.2"
"14260ZB.ZF...","NORWAY","1983","3 MONTHS FORWARD RATE ($)","PERCENT PER ANNU","13.3"
"14260F..ZF...","NORWAY","1982","PREMIUM/DISCOUNT F.R.","PERCENT PER ANNU","-5.50043"
"14260...ZF...","NORWAY","1982","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","9.2"
"14260L..ZF...","NORWAY","1982","DEPOSIT RATE","PERCENT PER ANNU","5.1"
"14260B..ZF...","NORWAY","1982","CALL MONEY RATE","PERCENT PER ANNU","13.91"
"14260P..ZF...","NORWAY","1982","AVERAGE RATE FOR ALL LOANS","PERCENT PER ANNU","14.5"
"14260ZB.ZF...","NORWAY","1982","3 MONTHS FORWARD RATE ($)","PERCENT PER ANNU","15.3667"
"14260F..ZF...","NORWAY","1981","PREMIUM/DISCOUNT F.R.","PERCENT PER ANNU","-0.929832"
"14260...ZF...","NORWAY","1981","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","9"
"14260L..ZF...","NORWAY","1981","DEPOSIT RATE","PERCENT PER ANNU","5.1"
"14260B..ZF...","NORWAY","1981","CALL MONEY RATE","PERCENT PER ANNU","12.35"
"14260P..ZF...","NORWAY","1981","AVERAGE RATE FOR ALL LOANS","PERCENT PER ANNU","14.2"
"14260F..ZF...","NORWAY","1980","PREMIUM/DISCOUNT F.R.","PERCENT PER ANNU","5.71429"
"14260...ZF...","NORWAY","1980","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","9"
"14260L..ZF...","NORWAY","1980","DEPOSIT RATE","PERCENT PER ANNU","5"
"14260B..ZF...","NORWAY","1980","CALL MONEY RATE","PERCENT PER ANNU","11.16"
"14260P..ZF...","NORWAY","1980","AVERAGE RATE FOR ALL LOANS","PERCENT PER ANNU","13"
"14260F..ZF...","NORWAY","1979","PREMIUM/DISCOUNT F.R.","PERCENT PER ANNU","0.89322"
"14260...ZF...","NORWAY","1979","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","9"
"14260L..ZF...","NORWAY","1979","DEPOSIT RATE","PERCENT PER ANNU","5.1"
"14260B..ZF...","NORWAY","1979","CALL MONEY RATE","PERCENT PER ANNU","8.39"
"14260P..ZF...","NORWAY","1979","AVERAGE RATE FOR ALL LOANS","PERCENT PER ANNU","12.3"
"14260F..ZF...","NORWAY","1978","PREMIUM/DISCOUNT F.R.","PERCENT PER ANNU","-0.0796416"
"14260...ZF...","NORWAY","1978","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","7"
"14260B..ZF...","NORWAY","1978","CALL MONEY RATE","PERCENT PER ANNU","9.36"
"14260F..ZF...","NORWAY","1977","PREMIUM/DISCOUNT F.R.","PERCENT PER ANNU","-19.1458"
"14260...ZF...","NORWAY","1977","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","6"
"14260B..ZF...","NORWAY","1977","CALL MONEY RATE","PERCENT PER ANNU","9.83"
"14260F..ZF...","NORWAY","1976","PREMIUM/DISCOUNT F.R.","PERCENT PER ANNU","-2.89296"
"14260...ZF...","NORWAY","1976","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","6"
"14260B..ZF...","NORWAY","1976","CALL MONEY RATE","PERCENT PER ANNU","7.43"
"14260F..ZF...","NORWAY","1975","PREMIUM/DISCOUNT F.R.","PERCENT PER ANNU","-1.7547"
"14260...ZF...","NORWAY","1975","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","5"
"14260B..ZF...","NORWAY","1975","CALL MONEY RATE","PERCENT PER ANNU","7.62"
"14260F..ZF...","NORWAY","1974","PREMIUM/DISCOUNT F.R.","PERCENT PER ANNU","-1.65226"
"14260...ZF...","NORWAY","1974","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","5.5"
"14260B..ZF...","NORWAY","1974","CALL MONEY RATE","PERCENT PER ANNU","8.22"
"14260F..ZF...","NORWAY","1973","PREMIUM/DISCOUNT F.R.","PERCENT PER ANNU","0.244435"
"14260...ZF...","NORWAY","1973","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","4.5"
"14260B..ZF...","NORWAY","1973","CALL MONEY RATE","PERCENT PER ANNU","7"
"14260F..ZF...","NORWAY","1972","PREMIUM/DISCOUNT F.R.","PERCENT PER ANNU","-4.21687"
"14260...ZF...","NORWAY","1972","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","4.5"
"14260B..ZF...","NORWAY","1972","CALL MONEY RATE","PERCENT PER ANNU","4.89"
"14260F..ZF...","NORWAY","1971","PREMIUM/DISCOUNT F.R.","PERCENT PER ANNU","1.04322"
"14260...ZF...","NORWAY","1971","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","4.5"
"14260F..ZF...","NORWAY","1970","PREMIUM/DISCOUNT F.R.","PERCENT PER ANNU","-0.840336"
"14260...ZF...","NORWAY","1970","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","4.5"
"14260F..ZF...","NORWAY","1969","PREMIUM/DISCOUNT F.R.","PERCENT PER ANNU","-0.27972"
"14260...ZF...","NORWAY","1969","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","4.5"
"14260F..ZF...","NORWAY","1968","PREMIUM/DISCOUNT F.R.","PERCENT PER ANNU","-0.223776"
"14260...ZF...","NORWAY","1968","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","3.5"
"14260F..ZF...","NORWAY","1967","PREMIUM/DISCOUNT F.R.","PERCENT PER ANNU","-4.6993"
"14260...ZF...","NORWAY","1967","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","3.5"
"14260F..ZF...","NORWAY","1966","PREMIUM/DISCOUNT F.R.","PERCENT PER ANNU","-0.575821"
"14260...ZF...","NORWAY","1966","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","3.5"
"14260F..ZF...","NORWAY","1965","PREMIUM/DISCOUNT F.R.","PERCENT PER ANNU","-0.8"
"14260...ZF...","NORWAY","1965","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","3.5"
"14260F..ZF...","NORWAY","1964","PREMIUM/DISCOUNT F.R.","PERCENT PER ANNU","-2.05587"
"14260...ZF...","NORWAY","1964","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","3.5"
"14260F..ZF...","NORWAY","1963","PREMIUM/DISCOUNT F.R.","PERCENT PER ANNU","-0.301571"
"14260...ZF...","NORWAY","1963","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","3.5"
"14260F..ZF...","NORWAY","1962","PREMIUM/DISCOUNT F.R.","PERCENT PER ANNU","-0.41958"
"14260...ZF...","NORWAY","1962","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","3.5"
"14260F..ZF...","NORWAY","1961","PREMIUM/DISCOUNT F.R.","PERCENT PER ANNU","-2.64611"
"14260...ZF...","NORWAY","1961","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","3.5"
"14260F..ZF...","NORWAY","1960","PREMIUM/DISCOUNT F.R.","PERCENT PER ANNU","-0.279818"
"14260...ZF...","NORWAY","1960","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","3.5"
"14260F..ZF...","NORWAY","1959","PREMIUM/DISCOUNT F.R.","PERCENT PER ANNU","0.475192"
"14260...ZF...","NORWAY","1959","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","3.5"
"14260...ZF...","NORWAY","1958","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","3.5"
"14260...ZF...","NORWAY","1957","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","3.5"
"14260...ZF...","NORWAY","1956","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","3.5"
"14260...ZF...","NORWAY","1955","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","3.5"
"14260...ZF...","NORWAY","1954","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","2.5"
"14260...ZF...","NORWAY","1953","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","2.5"
"14260...ZF...","NORWAY","1952","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","2.5"
"14260...ZF...","NORWAY","1951","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","2.5"
"14260...ZF...","NORWAY","1950","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","2.5"
"14260...ZF...","NORWAY","1949","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","2.5"
"14260...ZF...","NORWAY","1948","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","2.5"
"44960L..ZF...","OMAN","2009","TIME DEPOSIT RATE (O.R.WTD.AVG.)","PERCENT PER ANNU","4.141"
"44960B..ZF...","OMAN","2009","OVERNIGHT INTERBANK LENDING RATE NC","PERCENT PER ANNU","0.076"
"44960P..ZF...","OMAN","2009","LENDING RATE (WTD.AVG.ON R.O.)","PERCENT PER ANNU","7.442"
"44960...ZF...","OMAN","2009","DISCOUNT RATE (END OF PERIOD)","PERCENT PER ANNU","0.05"
